,Unnamed: 0,id,question,desired_answer,student_answer,score_me,score_other,score_avg,bert_similarity_score,elmo_similarity_score,gpt_similarity_score,gpt2_similarity_score,normalized_bert_similarity_score,normalized_elmo_similarity_score,normalized_gpt_similarity_score,normalized_gpt2_similarity_score
10,10.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A program that stimulates the behavior of portions of the desired software product.,5.0,5.0,5.0,0.98829031,0.825634778,0.998502601,0.999985426,0.9875772353063224,0.846969011176892,0.9984907718539168,0.9999854248872543
11,11.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A program that simulates the behavior of portions of the desired software product.,5.0,5.0,5.0,0.988543093,0.9114789959999999,0.998502601,0.999985426,0.9878454118103599,0.9223098699479515,0.9984907718539168,0.9999854248872543
12,12.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To lay out the basics and give you a starting point in the actual problem solving.,2.0,2.0,2.0,0.964094758,0.138100311,0.993524055,0.999964561,0.9619082680552988,0.24355694237008357,0.9934728963579601,0.9999645582941817
13,13.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To simulate problem solving for parts of the problem,4.0,5.0,4.5,0.9654838440000001,0.41913852100000004,0.995931868,0.999978315,0.9633819440037896,0.4902090825163351,0.995899730588586,0.9999783133443193
14,14.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A prototype program provides a basic groundwork from which to further enhance and improve a solution to a problem.,2.0,2.0,2.0,0.967365265,0.274500042,0.99519701,0.9999775940000001,0.9653779362437842,0.36326765916735826,0.9951590673605658,0.9999775922892701
15,15.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"A prototype program is a part of the Specification phase of Software Problem Solvin.  It's employed to illustrate how the key problem or problems will be solved in a program, and sometimes serves as a base program to expand upon.",4.0,5.0,4.5,0.975725651,0.354126483,0.994691202,0.9999673290000001,0.9742474373173664,0.4331515090711817,0.9946492635807357,0.9999673265055226
16,16.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,Program that simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.9786942009999999,0.869400203,0.997516662,0.999986169,0.9773967604959832,0.8853795737144924,0.9974970441373087,0.9999861679439835
17,17.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it provides a limited proof of concept to verify with the client before actually programming the whole application.,2.0,2.0,2.0,0.9794147609999999,0.338255763,0.9936076690000001,0.99997616,0.9781611998045965,0.4192226306682702,0.9935571708914724,0.999976158179782
18,18.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,It tests the main function of the program while leaving out the finer details.,2.0,2.0,2.0,0.974710643,0.29408940699999997,0.998025717,0.999956381,0.9731706192678535,0.3804601925291245,0.9980101205677755,0.9999563776696271
19,19.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To get early feedback from users in early stages of development.  To show users a first idea of what the program will do/look like.  To make sure the program will meet requirements before intense programming begins.,3.0,2.0,2.5,0.9723280670000001,0.385987639,0.99242992,0.9999819990000001,0.9706429536325718,0.4611143341793177,0.9923701179150638,0.999981997625598
20,20.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.9833356740000001,0.891450822,0.997823045,0.999986721,0.9823208811952553,0.9047322174987651,0.9978058475003945,0.9999867199861295
21,21.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,It simulates the behavior of portions of the desired software product.,5.0,5.0,5.0,0.991263986,0.944082141,1.0,0.9999878729999999,0.9907319966384531,0.9509238989433275,0.9999999999999999,0.9999878720740863
22,22.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A prototype program is used in problem solving to collect data for the problem.,1.0,2.0,1.5,0.9595326190000001,0.272711277,0.994843417,0.99993945,0.9570683124888535,0.36169775621548306,0.994802681048128,0.9999394453769209
23,23.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To ease the understanding of problem under discussion and to ease the understanding of the program itself,2.0,3.0,2.5,0.975583077,0.126687288,0.998517575,0.999989215,0.9740961811138773,0.23354034516613614,0.9985058641454566,0.99998921417655
24,24.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desired software product,5.0,5.0,5.0,0.9833356740000001,0.891450822,0.997823045,0.999986721,0.9823208811952553,0.9047322174987651,0.9978058475003945,0.9999867199861295
25,25.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,The role of a prototype program is to help spot key problems that may arise during the actual programing.,2.0,2.0,2.0,0.968635857,0.323851407,0.995593438,0.9999654020000001,0.966725902367368,0.40658070117822503,0.9955586270607496,0.9999653993583933
26,26.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"the prototype program gives a general idea of what the end product will do,   without the time and effort to write out the entire program.",4.0,2.0,3.0,0.9709943529999999,0.32552200600000003,0.99357862,0.9999676679999999,0.9692280216240674,0.40804689617952467,0.9935278924103089,0.9999676655314057
27,27.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,to show that a certain part of the program works as it is supposed to,4.0,2.0,3.0,0.965822935,0.17381539899999998,0.98695229,0.9999198579999999,0.963741684330198,0.27490215656964634,0.9868492157575028,0.9999198518810438
28,28.0,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"Prototype programming is an approach to programming that enables one to take an organized approach to developing an effective program with minimal errors and a strategic pattern when solving a problem. i.e. book gave an example of a costumer withdrawing money from a bank, the approach that was taking on a pseudo code level during the OOA/Design lvl before proceeding into creating a solution. ",3.0,2.0,2.5,0.976486266,0.369107306,0.992495437,0.9999833290000001,0.9750543708200878,0.44629937268055425,0.9924361524859743,0.9999833277271456
29,29.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining and possibly the design if the testing phase reveals problems in the design. Production can be affected if the program is unworkable in its current form which will lead to a later production time than originally estimated. Also affects coding because after testing you may need to rewrite the code for the program to remove errors.,5.0,2.0,3.5,0.93632853,0.293439865,0.986294737,0.999933107,0.9324511844881846,0.3798901244077297,0.9861864682231841,0.999933101892624
30,30.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),The implementation phase and the maintenance phase are effected,3.0,5.0,4.0,0.9423908590000001,0.577789247,0.991254753,0.999943062,0.9388826858056968,0.6294483023493127,0.9911856673359275,0.9999430576527025
31,31.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Verification, coding, refining the solution and maintenance are all influenced by the testing stage.",4.0,5.0,4.5,0.9466194509999999,0.467555612,0.98899593,0.9999048509999999,0.9433687826538255,0.5327021624246002,0.9889090000958531,0.9999048437352379
32,32.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"In RUP the stages in the software life cycle are influenced by the testing stage is:  Elaboration phase- refined progject vision, iterative devilopment of core system, development of system requirements, more accurate time and cost estimates.  Construction phase- iterative development of remaining system.  Transition phase-testing and deployment of the system.",2.0,4.0,3.0,0.956290126,0.5026196239999999,0.9861820720000001,0.999937678,0.9536283642442887,0.5634759621933713,0.986072913192709,0.9999376732416264
33,33.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining the solution, Production and Maintenance are all influenced by the Testing stage. ",3.0,3.0,3.0,0.946485758,0.416627556,0.991275208,0.99988749,0.9432269482687827,0.4880053434194972,0.9912062839262472,0.9998874814097009
34,34.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, Construction, and Transition are all affected by testing",2.0,2.0,2.0,0.928292573,0.13181667,0.9869721140000001,0.99985934,0.9239258688820916,0.23804212820812057,0.9868691963630516,0.9998593292604081
35,35.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining, Production, Maintenance",3.0,4.0,3.5,0.872100055,0.111966021,0.990930421,0.999858475,0.8643114445327501,0.2206202799151712,0.9908587731794097,0.9998584641943641
36,36.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining the solution,3.0,5.0,4.0,0.9037547109999999,0.21987076100000003,0.9814299259999999,0.99989183,0.8978937462800473,0.31532247380163536,0.9812832262104839,0.9998918217410661
37,37.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),#NAME?,3.0,1.0,2.0,0.434796959,0.11022146099999999,0.983686755,0.9996622820000001,0.4003782864880294,0.21908917331719813,0.9835578836983659,0.9996622562147482
38,38.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining and Coding,5.0,5.0,5.0,0.91089195,0.14968434,0.97847868,0.99990312,0.9054656154464845,0.2537236223541549,0.9783086659702173,0.9999031126030737
39,39.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The second half of the Elaboration phase, Construction phase, and the Transition phase. ",2.0,3.0,2.5,0.9453654290000001,0.598138869,0.9885646920000001,0.9999231679999999,0.9420383955789591,0.6473080724406012,0.9884743554037835,0.999923162133767
40,40.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The refining step, the production step, and the maintenance stage.  ",3.0,4.0,3.5,0.941046178,0.480811864,0.990065103,0.999934839,0.9374561189494384,0.5443364627075333,0.989986619344051,0.9999348340248647
41,41.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, Construction, Transition",2.0,2.0,2.0,0.896438181,0.076099396,0.990930421,0.9998787090000001,0.8901316679872631,0.18914206983095153,0.9908587731794097,0.999878699739259
42,42.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining.,3.0,3.0,3.0,0.8058627840000001,0.1389952,0.973607083,0.999849109,0.7940405806939679,0.24434233837386307,0.973398584349504,0.9998490974792567
43,43.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The testing stage has a direct influence on the final version of a program, being as it is the debugging and finalization of a software revision.",2.0,1.0,1.5,0.94648248,0.410995305,0.9941485290000001,0.999910147,0.9432234706512996,0.48306221926925846,0.9941023035749393,0.9999101401395952
44,44.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Directly: Refining, coding.  Because Refining is right before the Testing Phase and Coding is right after the Testing Phase.  Indirectly: Production, Maintenance.  Because Refining occurs before these last two stages in the Software Life Cycle.",5.0,5.0,5.0,0.945467889,0.359303325,0.988013615,0.999909603,0.9421470949954691,0.4376949452057166,0.9879189250081045,0.99990959609806
45,45.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Testing, refining, production, and maintenance.",3.0,4.0,3.5,0.891203463,0.221128315,0.989661804,0.9998457829999999,0.8845781759689638,0.3164261613943277,0.9895801343643714,0.9998457712253117
46,46.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Depending on how the work is done, Testing is spread throughout the  process as to prevent errors from showing up later on due to lack of foresight. ",2.0,1.0,1.5,0.928349078,0.052878115,0.982976638,0.9999249459999999,0.9239858148173825,0.1687619988947344,0.9828421569191894,0.99992494026952
47,47.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, construction, and transition.",2.0,3.0,2.5,0.890337646,0.131165326,0.989272844,0.9998716809999999,0.8836596340725699,0.23747047856812528,0.9891881016598615,0.999871671202661
48,48.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"All stages are influenced except setting the program requirements.  If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",2.0,1.0,1.5,0.940251768,0.35228458100000004,0.992405601,0.99991775,0.9366133324623235,0.43153497062881246,0.9923456067999338,0.9999177437200951
49,49.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining, production, and maintenance",3.0,3.0,3.0,0.8887861970000001,0.152301341,0.989690411,0.9999088340000001,0.8820137078472606,0.256020423552166,0.9896089673538252,0.9999088270393458
50,50.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding and refining,5.0,5.0,5.0,0.91089195,0.204779774,0.97847868,0.99990312,0.9054656154464845,0.30207792516723697,0.9783086659702173,0.9999031126030737
51,51.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance.",3.0,4.0,3.5,0.865983725,0.17102214699999999,0.990760194,0.999909608,0.857822653763833,0.27245066933676154,0.9906872014208984,0.9999096010984417
52,52.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Removing logical errors, testing for valid data, random data and actual data.",2.0,0.0,1.0,0.9175434109999999,0.090115279,0.990398515,0.999901646,0.91252212461728,0.20144305743683424,0.990322665230713,0.9999016384905316
53,53.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),1- specification 2- design 3- risk analysis 4- verification 5- coding 6- testing 7- refining 8- production 9- maintenance,1.0,4.0,2.5,0.8556109670000001,0.155426294,0.98774081,0.999845347,0.8468182350423757,0.25876302693448344,0.9876439649043566,0.9998453351920226
54,54.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining stage, Production stage, and Maintenance stage.  ",3.0,4.0,3.5,0.9160384540000001,0.59597671,0.993416028,0.999923626,0.9109255215744069,0.645410461632852,0.9933640159667371,0.999923620168736
55,55.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Testing could affect all parts of the life cycle; it could make you go back   to specification if it does not test well.,2.0,2.0,2.0,0.9190273290000001,0.232819632,0.9854606770000001,0.999900565,0.9140964074666735,0.3266870022927175,0.9853458193196373,0.9999005574079958
56,56.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding,3.0,3.0,3.0,0.8670690659999999,0.20922237600000002,0.957544689,0.999684292,0.8589740878201915,0.3059769582955722,0.9572093007195047,0.9996842678952431
57,57.0,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The Individual components and steps such as  analysis, design, and implementing code  as well as the entire system are tested for execution of the requirements identified during the analysis stage. i.e. Main output ",1.0,2.0,1.5,0.943911552,0.335814118,0.988918715,0.999924629,0.9404959831099227,0.4170797300117104,0.9888311751131332,0.9999246232453166
58,58.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. Also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug. Good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code. ALso allows you to use inheritance and polymorphism.",4.0,5.0,4.5,0.8829294440000001,0.22978194100000002,0.974974803,0.9999131640000001,0.8758003013106239,0.3240209840802723,0.9747771090579891,0.9999131573699475
59,59.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"This type of programming is more flexible, making it easier to add and modify the program.  It is also a type of a fail safe program, you check each individual module.  This eliminates redundant code and makes the program easier to read for other programmers.  When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program.",5.0,5.0,5.0,0.884614945,0.178167313,0.969233838,0.999923511,0.8775884427826832,0.27872159771194666,0.9689907916077448,0.9999235051599557
60,60.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The main advantages to object-oriented programming are that existing classes can be reused and program maintenance and verification are easier.,3.0,4.0,3.5,0.899364948,0.316773772,0.9897687629999999,0.9999645620000001,0.8932366637432755,0.40036904113411925,0.9896879383186127,0.9999645592942582
61,61.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The advantages is that OOP allows us to build classes of objects.  Three principles that make up OOP are:  Encapsulation- Objects combine data and operations.  Inheritance- Classes can inherit properties from other classes.  Polymorphism- Objects can determine appropriate operations at execution time.,2.0,3.0,2.5,0.889553487,0.387108326,0.98082336,0.9999659009999999,0.8828277228315866,0.46209790095831216,0.9806718684630453,0.9999658983964926
62,62.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Some advantages are existing classes can be reused and program maintenance and verification are easier to accomplish.,3.0,4.0,3.5,0.894775152,0.333148122,0.989621045,0.9999615140000001,0.8883673669728245,0.4147399285341058,0.9895390533766012,0.9999615110615391
63,63.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.,1.0,1.0,1.0,0.8809827570000001,0.23883815100000003,0.9856900140000001,0.999931146,0.8737350686244263,0.33196913311706655,0.9855769680350688,0.9999311407428989
64,64.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Reusable components, Extensibility, Maintainability, it reduces large problems into smaller more manageable problems.",4.0,4.0,4.0,0.910678804,0.36210563799999995,0.9717478159999999,0.999981365,0.9052394896819769,0.4401543847915639,0.9715246295201742,0.9999813635771911
65,65.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation-objects combine data and operations Inheritance- classes can inherit properties from other classes Polymorphism- Objects can determine appropriate operations at execution time,2.0,3.0,2.5,0.839357317,0.20059920899999997,0.987916835,0.999953531,0.8295748008128281,0.29840886783773535,0.9878213804658831,0.9999535274520256
66,66.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,#NAME?,3.0,3.0,3.0,0.653722704,0.192947924,0.994110906,0.9999360190000001,0.6326357600439523,0.291693746003879,0.9940643833609281,0.9999360141149595
67,67.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Re-usability  and ease of maintenance,3.0,5.0,4.0,0.865662038,0.334813386,0.9982743340000001,0.9999858429999999,0.8574813772735062,0.4162014412924902,0.9982607015912667,0.9999858419190929
68,68.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"One of the main advantages is you can hide inner details a technique known by encapsulation. Objects combine the data and operations but you cannot see how it works.   Another advantage is you can reuse classes that have been defined earlier in the program, a method known as inheritance.   Finally another advantage is objects can determine appropriate operations at execution time a technique known as polymorphism. ",5.0,5.0,5.0,0.879203677,0.257909179,0.979006231,0.999953784,0.8718476495543034,0.34870674993788636,0.9788403845153039,0.9999537804713424
69,69.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, and program maintenance and verification are easier.",3.0,4.0,3.5,0.905522466,0.41844022299999994,0.9815601429999999,0.9999747920000001,0.8997691507016051,0.48959622387280805,0.9814144718981721,0.9999747900753334
70,70.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Using different modules allows for easier debugging,2.0,2.0,2.0,0.851505995,0.118523404,0.9905951159999999,0.999939474,0.8424632861726674,0.22637534272570023,0.9905208193384345,0.9999394693787537
71,71.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Data encapsulation concept,the use of functions or methods to manipulate data.",3.0,4.0,3.5,0.891001523,0.401530922,0.98508776,0.999953587,0.8843639386063828,0.4747558387165436,0.9849699563515486,0.9999535834563013
72,72.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modular, reusable code, allowing faster deployment of solutions, and a more general view of a solution.",5.0,4.0,4.5,0.90312171,0.311963469,0.973176453,0.999982367,0.8972221979748519,0.3961472965901943,0.97296455246051,0.9999823656536954
73,73.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Coding and Debugging programs are usually easier, as either the compiler will specify the object that is working incorrectly, or the function an object was assigned to will be easier to identify.  The code itself also looks more organized and is easier to read and will help to avoid redundant coding.  Post-programming maintenance is also easier.  Also, modules can be reused several times in other programs without too much hassle.   Abstraction is the art of breaking down one big problem into smaller, simpler problems and solving them.  Many of the smaller problems are shared between unique complex problems, and creating modules to these solve these smaller repeated problems can save time when you encounter them again.",5.0,5.0,5.0,0.8913236259999999,0.30725204899999997,0.963692749,0.99995646,0.8847056564294957,0.39201233634358634,0.9634059291370528,0.999956456675659
74,74.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Variables can remain private. The code is easily modified and reusable, as well as easily implemented. Not to mention easier to read and follow along as an observer.",4.0,5.0,4.5,0.895661354,0.321000427,0.983601457,0.999975156,0.8893075352366356,0.40407854918076475,0.9834719118615979,0.9999751541031251
75,75.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Data Abstraction and control... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,3.0,4.0,3.5,0.8997871279999999,0.32962113600000004,0.98652035,0.999973485,0.8936845528674432,0.4116444823840401,0.9864138635197766,0.9999734829755421
76,76.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation - Objects use operations without knowing how the operation works. Inheritance - cuts redundancy by reusing earlier classes. Polymorphism - objects select the correct operation to use in the situation.,5.0,3.0,4.0,0.895131648,0.421211988,0.9729374409999999,0.999968429,0.888745572196211,0.49202885312002853,0.9727236523145557,0.9999684265895091
77,77.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"They make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",5.0,4.0,4.5,0.8847541809999999,0.209139943,0.98632174,0.999962473,0.877736157714922,0.3059046112795964,0.9862136845413656,0.9999624701347599
78,78.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, Program maintenance and verification are easier ",3.0,4.0,3.5,0.875244558,0.277752668,0.9843944659999999,0.9999757140000001,0.8676474355664635,0.36612231428345554,0.984271185470634,0.9999757121457294
79,79.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be feused, Program maintenance and verification are easier",3.0,4.0,3.5,0.877986431,0.24691979600000002,0.9843944659999999,0.9999757140000001,0.8705562779951654,0.3390619588049054,0.984271185470634,0.9999757121457294
80,80.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"the main advantages to object-oriented programming  is data abstraction, easier maintenance, and re-usability.",5.0,5.0,5.0,0.922489166,0.509514868,0.988539058,0.999983982,0.917769056909901,0.569527547454431,0.9884485189004221,0.9999839807770029
81,81.0,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Existing classes can be reused Program maintenance and verifications are easy,3.0,5.0,4.0,0.8606256840000001,0.243221238,0.9920303090000001,0.999964196,0.852138328853261,0.33581593312692004,0.9919673500698306,0.9999641932663136
